Consequent	Antecedent 	Support %	Confidence %
ItemID_154	hour_22 and student_group_F2	5.09141592194802	12.182583921714356
ItemID_123	hour_17 and student_group_F1	0.832171845535787	12.163698370594922
ItemID_2	student_group_H2 and hour_18	0.010406089769868	12.121212121212121
ItemID_128	hour_0 and student_group_F4	3.169758011112442	12.107043374452847
ItemID_76	student_group_F5 and hour_1	0.127395765667472	11.881188118811881
ItemID_154	student_group_F0 and hour_22	1.76808925271662	11.860174781523096
ItemID_188	student_group_F5 and hour_17	0.122665724862986	11.825192802056556
ItemID_154	student_group_F1 and hour_23	2.641570121278246	11.686761370419005
ItemID_151	student_group_F1	10.941845724989122	11.619931410127094
ItemID_128	student_group_H2 and hour_23	0.144108576509987	11.597374179431071
ItemID_26	student_group_F6 and hour_22	0.065274563101898	11.594202898550725
ItemID_154	hour_21 and student_group_F3	3.6459154520973	11.581041342328318
ItemID_134	hour_1 and student_group_F0	0.396062083362239	11.544585987261147
ItemID_128	hour_22 and student_group_F3	4.919873108772018	11.498525830021793
ItemID_154	student_group_F0 and hour_23	1.461267272532338	11.458782908933966
ItemID_154	hour_22	17.706750083564053	11.422567317281663
ItemID_151	student_group_F5	2.612559204344069	11.418225709112855
ItemID_128	hour_0	15.691752700853298	11.41634178690567
ItemID_151	student_group_F1 and hour_23	2.641570121278246	11.292825593888027
ItemID_128	student_group_H2 and hour_22	0.216320532791796	11.224489795918368
ItemID_134	student_group_F1 and hour_0	2.216812457035462	11.223328591749643
ItemID_151	hour_22	17.706750083564053	11.219546944009117
ItemID_128	student_group_F5 and hour_23	0.575803633932682	11.117196056955093
ItemID_154	hour_21 and student_group_F2	3.081463916095383	11.11338518215309
ItemID_186	student_group_F7	0.005676048965382	11.11111111111111
ItemID_146	student_group_F7	0.005676048965382	11.11111111111111
ItemID_46	hour_2	0.011352097930765	11.11111111111111
ItemID_107	hour_2	0.011352097930765	11.11111111111111
ItemID_133	student_group_P1 and hour_21	0.002838024482691	11.11111111111111
ItemID_93	student_group_P1 and hour_21	0.002838024482691	11.11111111111111
ItemID_188	student_group_P1 and hour_21	0.002838024482691	11.11111111111111
ItemID_15	student_group_P1 and hour_21	0.002838024482691	11.11111111111111
ItemID_155	student_group_P1 and hour_21	0.002838024482691	11.11111111111111
ItemID_76	student_group_P1 and hour_21	0.002838024482691	11.11111111111111
ItemID_154	student_group_P1 and hour_21	0.002838024482691	11.11111111111111
ItemID_45	hour_2 and student_group_F0	0.002838024482691	11.11111111111111
ItemID_105	hour_2 and student_group_F3	0.002838024482691	11.11111111111111
ItemID_100	hour_2 and student_group_F0	0.002838024482691	11.11111111111111
ItemID_15	hour_2 and student_group_F3	0.002838024482691	11.11111111111111
ItemID_26	hour_2 and student_group_F0	0.002838024482691	11.11111111111111
ItemID_134	hour_2 and student_group_F0	0.002838024482691	11.11111111111111
ItemID_169	hour_2 and student_group_F3	0.002838024482691	11.11111111111111
ItemID_2	hour_2 and student_group_F0	0.002838024482691	11.11111111111111
ItemID_74	hour_19 and student_group_F4	0.002838024482691	11.11111111111111
ItemID_164	hour_19 and student_group_F4	0.002838024482691	11.11111111111111
ItemID_128	student_group_H2 and hour_1	0.028380244826912	11.11111111111111
ItemID_159	student_group_F6 and hour_17	0.034371629845927	11.009174311926607
ItemID_154	hour_21	13.276593866083083	10.963589292924494
ItemID_154	hour_22 and student_group_F3	4.919873108772018	10.902448404050762
ItemID_1	student_group_B1 and hour_22	0.081041365783515	10.894941634241246
ItemID_151	student_group_F3	26.591974066762948	10.831386592986991
ItemID_128	student_group_F1 and hour_23	2.641570121278246	10.815327682941387
ItemID_154	student_group_F6 and hour_0	0.035002301953192	10.81081081081081
ItemID_128	hour_0 and student_group_F2	4.000668512433701	10.766926775439426
ItemID_154	student_group_H1 and hour_23	0.311236684935135	10.739614994934144
ItemID_128	student_group_F1 and hour_0	2.216812457035462	10.668563300142248
ItemID_128	student_group_F6 and hour_23	0.053291793063868	10.650887573964498
ItemID_154	hour_23 and student_group_F2	5.831509639823159	10.620234683393717
ItemID_134	hour_1	5.102452683825153	10.598850503677152
ItemID_128	student_group_F5 and hour_22	0.432010393476328	10.583941605839415
ItemID_151	student_group_F4	17.06346453415405	10.570668243642816
ItemID_100	hour_16 and student_group_F4	0.005991385019015	10.526315789473683
ItemID_188	hour_16 and student_group_F4	0.005991385019015	10.526315789473683
ItemID_123	hour_16 and student_group_F4	0.005991385019015	10.526315789473683
ItemID_156	hour_16 and student_group_F4	0.005991385019015	10.526315789473683
ItemID_154	student_group_F1 and hour_20	1.071827246296378	10.503089143865843
ItemID_154	student_group_H1 and hour_21	0.228618638883458	10.482758620689655
ItemID_154	student_group_H2	1.574788251839986	10.452543051661994
ItemID_154	hour_23	20.315525255264536	10.430733410942956
ItemID_154	hour_23 and student_group_F3	5.671634260631555	10.413655065050595
ItemID_154	student_group_F4 and hour_22	2.878387497556146	10.407537248028046
ItemID_146	student_group_P3	0.018289491110677	10.344827586206897
ItemID_128	hour_22	17.706750083564053	10.33979199316142
ItemID_128	student_group_F4	17.06346453415405	10.317489651094029
ItemID_134	hour_1 and student_group_F2	1.300761221233469	10.27878787878788
ItemID_128	hour_22 and student_group_F2	5.09141592194802	10.237829803047195
ItemID_169	student_group_B1 and hour_18	0.046354399883956	10.204081632653061
ItemID_151	student_group_H1 and hour_0	0.375880575929768	10.151006711409396
ItemID_128	student_group_H1	1.706598722258311	10.144124168514413
ItemID_128	student_group_H1 and hour_23	0.311236684935135	10.131712259371833
ItemID_130	student_group_F0 and hour_21	2.190008892476713	10.02159827213823
ItemID_76	student_group_F7 and hour_20	0.003153360536324	10.0
ItemID_140	student_group_P3 and hour_21	0.003153360536324	10.0
ItemID_15	student_group_P3 and hour_21	0.003153360536324	10.0
ItemID_22	student_group_P3 and hour_21	0.003153360536324	10.0
ItemID_155	student_group_P3 and hour_21	0.003153360536324	10.0
ItemID_76	student_group_H2 and hour_1	0.028380244826912	10.0
ItemID_151	hour_22 and student_group_F3	4.919873108772018	9.960261504935266
ItemID_154	hour_21 and student_group_F4	2.184963515618595	9.958146918747294
ItemID_151	student_group_F6 and hour_0	0.035002301953192	9.90990990990991
ItemID_188	student_group_H1 and hour_18	0.025542220344221	9.876543209876543
ItemID_170	student_group_H1 and hour_18	0.025542220344221	9.876543209876543
